noop,fork-simple,vfork-simple
21,42941,13659
21,48335,10671
21,41225,10368
21,41095,11097
20,43036,10584
21,44752,10573
21,43190,11188
22,42017,11051
21,43217,11417
21,45426,10690
21,41883,13320
21,41914,10120
20,42776,10638
20,46271,10133
21,42079,10284
21,42181,9604
21,42061,9674
21,45404,11169
21,41862,10315
21,42759,10019
21,42210,10457
21,45052,9592
22,44998,9628
20,42059,10382
21,41923,9817
20,44908,9570
21,42238,13377
21,42478,9825
21,42559,10344
21,44572,9641
21,42527,9605
21,41585,9840
21,41748,9878
21,44660,9930
21,42056,10255
20,41884,10139
21,44486,9939
21,42002,9687
21,43219,10106
21,42659,10160
21,47759,9534
21,42037,10241
21,43078,13217
21,44492,10260
21,46951,10363
21,42947,9679
21,41692,9772
21,42618,10135
21,47729,10186
21,41952,10446
21,42031,10113
21,42159,9851
21,46783,10040
21,42021,10260
21,42630,9684
20,41825,9936
21,49022,10345
21,41889,13656
21,42180,9914
21,40929,9953
21,48013,9762
21,41807,10001
21,42719,10178
21,42750,9759
21,50391,10021
21,42835,9700
22,42451,9383
21,43373,9960
20,45504,10065
21,42038,10157
21,42347,9940
21,42141,9783
20,46765,10209
21,42433,12818
21,42271,10146
21,42411,9710
21,45184,9986
22,42333,10162
21,43309,9646
21,42139,9995
21,45928,10403
21,42238,11281
21,41759,9987
20,41255,10301
21,45043,10288
21,45929,9827
21,42789,9979
21,42555,9945
21,44816,13725
21,42117,10026
22,43012,10263
21,44843,10771
21,42379,11688
21,42667,10018
21,42065,10378
